,DATE,High,Low,Open,Close,Volume,Adj Close
3630,2008-06-02,139.86000061035156,138.0,139.8300018310547,138.89999389648438,181069900.0,104.45797729492188
3631,2008-06-03,139.6199951171875,137.22999572753906,139.3000030517578,138.08999633789062,271965700.0,103.84880828857422
3632,2008-06-04,139.16000366210938,137.4600067138672,137.6999969482422,138.02000427246094,246637700.0,103.79618072509766
3633,2008-06-05,140.88999938964844,138.32000732421875,138.5800018310547,140.77999877929688,237867100.0,105.87181854248047
3634,2008-06-06,139.8000030517578,136.22000122070312,139.5500030517578,136.2899932861328,384276300.0,102.49512481689453
3635,2008-06-09,137.5,135.41000366210938,136.86000061035156,136.6199951171875,228263900.0,102.74332427978516
3636,2008-06-10,137.10000610351562,135.35000610351562,135.6699981689453,135.94000244140625,260234900.0,102.23193359375
3637,2008-06-11,136.25999450683594,133.92999267578125,135.97000122070312,133.94000244140625,283890100.0,100.72786712646484
3638,2008-06-12,135.8699951171875,133.52000427246094,134.60000610351562,134.4499969482422,252791800.0,101.11138916015625
3639,2008-06-13,136.52000427246094,134.4199981689453,135.1699981689453,136.14999389648438,244726900.0,102.389892578125
3640,2008-06-16,136.92999267578125,135.4600067138672,135.5500030517578,136.22999572753906,185832500.0,102.45003509521484
3641,2008-06-17,137.1199951171875,135.3699951171875,137.07000732421875,135.57000732421875,191707700.0,101.95368194580078
3642,2008-06-18,135.52000427246094,133.7100067138672,134.69000244140625,134.25,265893000.0,100.96100616455078
3643,2008-06-19,135.24000549316406,133.5,134.14999389648438,134.4199981689453,304204900.0,101.08885955810547
3644,2008-06-20,133.08999633789062,131.22000122070312,132.83999633789062,131.5800018310547,289275700.0,99.44799041748047
3645,2008-06-23,132.22999572753906,131.32000732421875,132.08999633789062,131.4499969482422,165096400.0,99.34973907470703
3646,2008-06-24,132.44000244140625,130.19000244140625,131.0500030517578,131.19000244140625,267300600.0,99.15323638916016
3647,2008-06-25,133.39999389648438,131.24000549316406,131.72000122070312,131.80999755859375,287853900.0,99.621826171875
3648,2008-06-26,131.4199981689453,128.0800018310547,130.57000732421875,128.22999572753906,297775000.0,96.91606903076172
3649,2008-06-27,128.86000061035156,127.04000091552734,128.27999877929688,127.52999877929688,303423400.0,96.38699340820312
3650,2008-06-30,128.91000366210938,127.30000305175781,127.88999938964844,127.9800033569336,258842600.0,96.72714233398438
3651,2008-07-01,128.47000122070312,125.93000030517578,126.5199966430664,128.3800048828125,388622000.0,97.02944946289062
3652,2008-07-02,129.16000366210938,125.94999694824219,128.7899932861328,126.18000030517578,288064600.0,95.36669158935547
3653,2008-07-03,127.11000061035156,124.98999786376953,127.11000061035156,126.30999755859375,239352500.0,95.46495056152344
3654,2008-07-07,127.33999633789062,123.91999816894531,126.79000091552734,125.0199966430664,372427300.0,94.48995208740234
3655,2008-07-08,127.38999938964844,124.19999694824219,124.98999786376953,127.23999786376953,375973700.0,96.1678237915039
3656,2008-07-09,127.73999786376953,124.38999938964844,127.5,124.79000091552734,336729400.0,94.31610870361328
3657,2008-07-10,125.79000091552734,123.58000183105469,124.43000030517578,125.30000305175781,436475700.0,94.70157623291016
3658,2008-07-11,125.9000015258789,122.48999786376953,123.97000122070312,123.83999633789062,481124600.0,93.59809112548828
3659,2008-07-14,125.5,122.4000015258789,125.26000213623047,122.72000122070312,322720800.0,92.75164031982422
3660,2008-07-15,123.48999786376953,120.0199966430664,121.80000305175781,120.98999786376953,502502500.0,91.4441146850586
3661,2008-07-16,124.56999969482422,121.0999984741211,121.44999694824219,123.95999908447266,371642900.0,93.68881225585938
3662,2008-07-17,126.26000213623047,124.08999633789062,125.13999938964844,125.19999694824219,375490600.0,94.62601470947266
3663,2008-07-18,126.41999816894531,125.1500015258789,126.16999816894531,125.9800033569336,267030100.0,95.21552276611328
3664,2008-07-21,126.80000305175781,125.19000244140625,126.51000213623047,126.05000305175781,222863000.0,95.26844787597656
3665,2008-07-22,127.80000305175781,124.8499984741211,125.1500015258789,127.4800033569336,296904200.0,96.34922790527344
3666,2008-07-23,129.14999389648438,127.55000305175781,127.88999938964844,128.1699981689453,311698400.0,96.87073516845703
3667,2008-07-24,128.41000366210938,125.16000366210938,128.33999633789062,125.51000213623047,248634500.0,94.86029815673828
3668,2008-07-25,126.48999786376953,125.16999816894531,125.88999938964844,125.4800033569336,219131000.0,94.8376235961914
3669,2008-07-28,126.05999755859375,123.41999816894531,125.51000213623047,123.63999938964844,205201300.0,93.44696044921875
3670,2008-07-29,126.37999725341797,123.63999938964844,123.9800033569336,126.27999877929688,261505600.0,95.44226837158203
3671,2008-07-30,128.60000610351562,126.27999877929688,127.11000061035156,128.52999877929688,354710000.0,97.14280700683594
3672,2008-07-31,128.57000732421875,126.62999725341797,127.4000015258789,126.83000183105469,277402100.0,95.85797119140625
3673,2008-08-01,127.27999877929688,125.45999908447266,127.12000274658203,126.16000366210938,248690900.0,95.35159301757812
3674,2008-08-04,126.13999938964844,124.76000213623047,126.04000091552734,124.98999786376953,188239600.0,94.46725463867188
3675,2008-08-05,128.55999755859375,124.97000122070312,126.0199966430664,128.36000061035156,251577600.0,97.01432037353516
3676,2008-08-06,129.3000030517578,127.4800033569336,128.02000427246094,128.92999267578125,209555400.0,97.44511413574219
3677,2008-08-07,128.44000244140625,126.54000091552734,127.95999908447266,127.01000213623047,246312500.0,95.99402618408203
3678,2008-08-08,129.92999267578125,126.37999725341797,126.58000183105469,129.3699951171875,260811700.0,97.7776870727539
3679,2008-08-11,131.50999450683594,129.22999572753906,129.47000122070312,130.7100067138672,249425800.0,98.79045104980469
3680,2008-08-12,130.6999969482422,128.72999572753906,130.27999877929688,129.35000610351562,213200800.0,97.76256561279297
3681,2008-08-13,129.64999389648438,127.66999816894531,128.7899932861328,128.57000732421875,256393200.0,97.17308044433594
3682,2008-08-14,130.27999877929688,127.75,127.83999633789062,129.5399932861328,239555300.0,97.90617370605469
3683,2008-08-15,130.5,129.3000030517578,129.92999267578125,130.1699981689453,181000800.0,98.38233947753906
3684,2008-08-18,130.47999572753906,127.66000366210938,130.42999267578125,128.38999938964844,172275100.0,97.03701782226562
3685,2008-08-19,127.69000244140625,126.52999877929688,127.41999816894531,126.98999786376953,194673700.0,95.97891235351562
3686,2008-08-20,127.94999694824219,126.33999633789062,127.38999938964844,127.58000183105469,225498200.0,96.42481994628906
3687,2008-08-21,128.44000244140625,126.5999984741211,126.75,127.80000305175781,180609800.0,96.59107208251953
3688,2008-08-22,129.64999389648438,127.80000305175781,128.6699981689453,129.64999389648438,167715300.0,97.98933410644531
3689,2008-08-25,129.64999389648438,126.75,128.8000030517578,127.0199966430664,171936900.0,96.00152587890625
3690,2008-08-26,127.87000274658203,126.58000183105469,127.0199966430664,127.38999938964844,159117200.0,96.28117370605469
3691,2008-08-27,128.8300018310547,127.30000305175781,127.55000305175781,128.6300048828125,171032800.0,97.2183837890625
3692,2008-08-28,130.33999633789062,129.11000061035156,129.27999877929688,130.19000244140625,167537100.0,98.39740753173828
3693,2008-08-29,130.13999938964844,128.50999450683594,129.72999572753906,128.7899932861328,189195800.0,97.33930969238281
3694,2008-09-02,130.7100067138672,127.5199966430664,130.02999877929688,127.98999786376953,252364900.0,96.73469543457031
3695,2008-09-03,128.5,126.93000030517578,127.87999725341797,127.87999725341797,251947000.0,96.65155029296875
3696,2008-09-04,127.2300033569336,123.95999908447266,126.97000122070312,124.02999877929688,340042500.0,93.74175262451172
3697,2008-09-05,124.94999694824219,122.0,123.29000091552734,124.41999816894531,289503400.0,94.03648376464844
3698,2008-09-08,128.24000549316406,124.41999816894531,128.0399932861328,126.98999786376953,364075300.0,95.97891235351562
3699,2008-09-09,127.36000061035156,122.80000305175781,127.0999984741211,123.22000122070312,377326800.0,93.12953186035156
3700,2008-09-10,124.9000015258789,122.55000305175781,123.88999938964844,123.72000122070312,298916600.0,93.50743103027344
3701,2008-09-11,125.73999786376953,121.5999984741211,122.12000274658203,125.51000213623047,375369400.0,94.86029815673828
3702,2008-09-12,126.20999908447266,123.83000183105469,124.29000091552734,126.08999633789062,297851200.0,95.29866790771484
3703,2008-09-15,125.6500015258789,119.88999938964844,121.62999725341797,120.08999633789062,483607000.0,90.76386260986328
3704,2008-09-16,122.31999969482422,117.0,117.19999694824219,122.0999984741211,581744300.0,92.28300476074219
3705,2008-09-17,121.8499984741211,116.0,119.63999938964844,116.61000061035156,624095600.0,88.13368225097656
3706,2008-09-18,121.79000091552734,113.80000305175781,118.05000305175781,120.06999969482422,776114700.0,90.748779296875
3707,2008-09-19,128.0,123.33000183105469,126.69999694824219,124.12000274658203,501087800.0,94.35276794433594
3708,2008-09-22,124.75,120.36000061035156,124.44999694824219,121.30999755859375,249966500.0,92.2166519165039
3709,2008-09-23,122.0199966430664,118.27999877929688,120.8499984741211,118.55000305175781,327470400.0,90.11857604980469
3710,2008-09-24,120.0,117.79000091552734,119.3499984741211,118.93000030517578,311818400.0,90.40741729736328
3711,2008-09-25,121.91000366210938,118.44000244140625,119.4000015258789,120.79000091552734,328253000.0,91.82136535644531
3712,2008-09-26,121.5,118.51000213623047,118.83000183105469,120.8499984741211,285917400.0,91.866943359375
3713,2008-09-29,119.33999633789062,110.97000122070312,119.13999938964844,111.37999725341797,459562300.0,84.6681137084961
3714,2008-09-30,116.80000305175781,110.52999877929688,113.51000213623047,115.98999786376953,328154400.0,88.17252349853516
3715,2008-10-01,116.69000244140625,113.94999694824219,115.2699966430664,116.05999755859375,332783000.0,88.22573852539062
3716,2008-10-02,115.11000061035156,111.05999755859375,114.94999694824219,111.8499984741211,365337800.0,85.0254135131836
3717,2008-10-03,115.44999694824219,109.68000030517578,112.86000061035156,110.33999633789062,461798000.0,83.87752532958984
3718,2008-10-06,107.62000274658203,100.63999938964844,107.1500015258789,104.72000122070312,610637500.0,79.60537719726562
3719,2008-10-07,107.33000183105469,99.6500015258789,106.83999633789062,100.02999877929688,540012100.0,76.04014587402344
3720,2008-10-08,102.18000030517578,96.80999755859375,97.5199966430664,97.51000213623047,725414800.0,74.12451934814453
3721,2008-10-09,100.62000274658203,90.25,99.66000366210938,90.69999694824219,534485200.0,68.94776153564453
3722,2008-10-10,93.94000244140625,83.58000183105469,86.76000213623047,88.5,871026300.0,67.27535247802734
3723,2008-10-13,101.3499984741211,89.94999694824219,93.87000274658203,101.3499984741211,455584000.0,77.04359436035156
3724,2008-10-14,105.52999877929688,97.11000061035156,104.69999694824219,99.8499984741211,546268300.0,75.9033203125
3725,2008-10-15,97.80000305175781,89.70999908447266,97.45999908447266,90.0199966430664,484627500.0,68.43083953857422
3726,2008-10-16,94.7699966430664,86.54000091552734,91.29000091552734,93.7699966430664,708811200.0,71.28144836425781
3727,2008-10-17,98.58999633789062,91.6500015258789,91.98999786376953,93.20999908447266,476649000.0,70.85579681396484
3728,2008-10-20,99.0999984741211,94.08999633789062,95.3499984741211,98.80999755859375,321294200.0,75.11275482177734
3729,2008-10-21,98.63999938964844,95.22000122070312,96.97000122070312,95.86000061035156,356502000.0,72.87024688720703
3730,2008-10-22,95.86000061035156,87.52999877929688,93.19999694824219,90.63999938964844,516168000.0,68.90213012695312
3731,2008-10-23,92.44999694824219,85.80999755859375,90.29000091552734,91.69000244140625,634666400.0,69.7003173828125
3732,2008-10-24,89.91999816894531,84.0,84.05999755859375,87.04000091552734,545812600.0,66.16548919677734
3733,2008-10-27,89.51000213623047,83.69999694824219,85.97000122070312,83.94999694824219,397288600.0,63.816551208496094
3734,2008-10-28,94.23999786376953,84.52999877929688,87.33999633789062,93.76000213623047,639939500.0,71.27388000488281
3735,2008-10-29,97.16999816894531,92.0999984741211,93.7699966430664,93.08000183105469,531270100.0,70.75695037841797
3736,2008-10-30,96.54000091552734,92.9000015258789,95.77999877929688,96.30000305175781,414582100.0,73.20471954345703
3737,2008-10-31,98.56999969482422,94.4800033569336,95.08000183105469,96.83000183105469,411394000.0,73.60760498046875
3738,2008-11-03,97.69000244140625,95.94999694824219,96.77999877929688,97.11000061035156,205419400.0,73.8204345703125
3739,2008-11-04,100.86000061035156,96.70999908447266,99.05999755859375,100.41000366210938,346793400.0,76.32901000976562
3740,2008-11-05,100.70999908447266,95.0,99.19999694824219,96.19000244140625,387844100.0,73.12108612060547
3741,2008-11-06,95.44000244140625,90.05999755859375,94.45999908447266,90.86000061035156,477721900.0,69.06937408447266
3742,2008-11-07,94.0,90.5,91.6500015258789,93.86000061035156,380391000.0,71.34988403320312
3743,2008-11-10,95.52999877929688,90.91999816894531,95.20999908447266,92.62999725341797,301773000.0,70.4148941040039
3744,2008-11-11,92.13999938964844,88.6500015258789,90.76000213623047,89.7699966430664,418498200.0,68.24076843261719
3745,2008-11-12,88.94999694824219,85.12000274658203,88.2300033569336,85.81999969482422,454330600.0,65.23809051513672
3746,2008-11-13,91.7300033569336,82.08999633789062,86.12999725341797,91.16999816894531,753141900.0,69.30504608154297
3747,2008-11-14,92.05999755859375,86.5199966430664,89.41000366210938,86.62000274658203,540352300.0,65.84625244140625
3748,2008-11-17,88.55999755859375,85.16000366210938,86.37999725341797,85.47000122070312,415254900.0,64.9720230102539
3749,2008-11-18,87.22000122070312,82.91000366210938,85.1500015258789,87.08000183105469,523811800.0,66.1958999633789
3750,2008-11-19,86.87000274658203,80.91999816894531,85.91000366210938,81.5,558327600.0,61.95411682128906
3751,2008-11-20,82.51000213623047,75.05000305175781,80.12999725341797,75.44999694824219,814180400.0,57.355079650878906
3752,2008-11-21,80.9000015258789,74.33999633789062,77.45999908447266,79.5199966430664,718536500.0,60.448978424072266
3753,2008-11-24,86.98999786376953,80.36000061035156,81.91999816894531,85.02999877929688,523305300.0,64.6375732421875
3754,2008-11-25,87.51000213623047,83.81999969482422,87.30000305175781,85.66000366210938,454112400.0,65.1164779663086
3755,2008-11-26,89.19000244140625,84.23999786376953,84.30000305175781,88.97000122070312,370134200.0,67.63264465332031
3756,2008-11-28,90.12999725341797,88.4800033569336,88.62999725341797,90.08999633789062,118308100.0,68.48401641845703
3757,2008-12-01,87.55000305175781,81.86000061035156,87.51000213623047,82.11000061035156,369927100.0,62.417842864990234
3758,2008-12-02,85.48999786376953,82.04000091552734,83.47000122070312,85.2699966430664,469508400.0,64.81999206542969
3759,2008-12-03,87.83000183105469,83.13999938964844,83.4000015258789,87.31999969482422,519863500.0,66.37833404541016
3760,2008-12-04,88.05000305175781,83.73999786376953,86.05999755859375,85.30000305175781,444173800.0,64.84278106689453
3761,2008-12-05,88.41999816894531,82.23999786376953,83.6500015258789,87.93000030517578,471905300.0,66.84205627441406
3762,2008-12-08,92.37999725341797,88.08000183105469,90.33999633789062,91.0,412859300.0,69.17578125
3763,2008-12-09,92.12999725341797,88.9800033569336,90.37000274658203,89.5,370790000.0,68.0355453491211
3764,2008-12-10,91.36000061035156,89.0,90.31999969482422,90.11000061035156,396187400.0,68.4992446899414
3765,2008-12-11,91.0,87.37000274658203,89.54000091552734,87.94000244140625,365061000.0,66.84966278076172
3766,2008-12-12,89.06999969482422,85.19999694824219,85.55000305175781,88.98999786376953,415060400.0,67.6478271484375
3767,2008-12-15,89.1500015258789,86.29000091552734,89.0199966430664,87.75,256694200.0,66.70521545410156
3768,2008-12-16,92.0199966430664,88.18000030517578,91.87999725341797,91.87999725341797,377699500.0,69.84474182128906
3769,2008-12-17,92.43000030517578,90.05999755859375,90.83999633789062,90.98999786376953,281819800.0,69.16819763183594
3770,2008-12-18,91.66999816894531,88.20999908447266,91.4000015258789,89.29000091552734,374673300.0,67.8758773803711
3771,2008-12-19,90.62000274658203,88.08999633789062,89.0999984741211,88.19000244140625,301451300.0,67.58391571044922
3772,2008-12-22,88.66999816894531,85.48999786376953,88.58000183105469,87.05999755859375,243759500.0,66.71794891357422
3773,2008-12-23,87.93000030517578,85.80000305175781,87.52999877929688,86.16000366210938,221625200.0,66.02824401855469
3774,2008-12-24,86.87000274658203,86.0,86.44999694824219,86.66000366210938,62061600.0,66.41140747070312
3775,2008-12-26,87.30000305175781,86.5,87.23999786376953,87.16000366210938,74767700.0,66.79460906982422
3776,2008-12-29,87.33000183105469,85.5999984741211,87.23999786376953,86.91000366210938,127795900.0,66.60301971435547
3777,2008-12-30,89.05000305175781,86.87999725341797,87.51000213623047,88.97000122070312,168256300.0,68.18167114257812
3778,2008-12-31,90.97000122070312,88.87000274658203,89.08000183105469,90.23999786376953,193987200.0,69.15493774414062
3779,2009-01-02,93.44000244140625,89.8499984741211,90.44000244140625,92.95999908447266,227566300.0,71.23939514160156
3780,2009-01-05,93.66000366210938,91.88999938964844,92.62999725341797,92.8499984741211,240349700.0,71.15508270263672
3781,2009-01-06,94.44999694824219,92.68000030517578,93.63999938964844,93.47000122070312,328260900.0,71.63024139404297
3782,2009-01-07,92.26000213623047,90.19999694824219,92.0,90.66999816894531,280899200.0,69.48445892333984
3783,2009-01-08,91.08999633789062,89.66999816894531,90.16000366210938,91.04000091552734,263834400.0,69.76801300048828
3784,2009-01-09,91.31999969482422,85.36000061035156,91.16000366210938,89.08999633789062,330953600.0,68.27362060546875
3785,2009-01-12,88.91000366210938,86.41000366210938,88.83999633789062,86.94999694824219,277858500.0,66.63365936279297
3786,2009-01-13,87.87999725341797,86.19999694824219,86.7300033569336,87.11000061035156,356432300.0,66.75629425048828
3787,2009-01-14,85.75,83.16000366210938,85.54000091552734,84.37000274658203,435491600.0,64.65647888183594
3788,2009-01-15,85.25,81.72000122070312,84.12000274658203,84.4000015258789,532647300.0,64.67945098876953
3789,2009-01-16,85.98999786376953,83.05000305175781,85.86000061035156,85.05999755859375,399237200.0,65.18524932861328
3790,2009-01-20,85.05999755859375,80.05000305175781,84.2300033569336,80.56999969482422,419855200.0,61.74435806274414
3791,2009-01-21,84.23999786376953,80.47000122070312,81.94000244140625,84.05000305175781,364360700.0,64.41123962402344
3792,2009-01-22,84.04000091552734,81.16999816894531,82.41999816894531,82.75,427940300.0,63.41498565673828
3793,2009-01-23,83.98999786376953,80.56999969482422,80.9000015258789,83.11000061035156,386800600.0,63.69087219238281
3794,2009-01-26,85.36000061035156,82.80999755859375,83.58999633789062,83.68000030517578,317978800.0,64.1277084350586
3795,2009-01-27,85.1500015258789,83.30000305175781,84.12999725341797,84.52999877929688,273789700.0,64.77908325195312
3796,2009-01-28,87.94999694824219,86.06999969482422,86.4000015258789,87.38999938964844,330007000.0,66.97083282470703
3797,2009-01-29,87.48999786376953,84.47000122070312,86.11000061035156,84.55000305175781,294392500.0,64.7944107055664
3798,2009-01-30,85.4000015258789,82.20999908447266,84.9800033569336,82.83000183105469,383383600.0,63.47629928588867
3799,2009-02-02,83.18000030517578,81.30999755859375,81.56999969482422,82.58000183105469,288233300.0,63.28472137451172
3800,2009-02-03,84.36000061035156,82.22000122070312,83.0999984741211,83.73999786376953,278385800.0,64.1736831665039
3801,2009-02-04,85.37000274658203,83.04000091552734,84.30000305175781,83.33000183105469,322989300.0,63.8594856262207
3802,2009-02-05,85.29000091552734,77.7300033569336,82.69999694824219,84.56999969482422,417679400.0,64.80975341796875
3803,2009-02-06,87.33999633789062,84.68000030517578,84.86000061035156,86.9800033569336,366101700.0,66.65666198730469
3804,2009-02-09,87.73999786376953,86.31999969482422,86.95999908447266,87.0999984741211,240075200.0,66.74858093261719
3805,2009-02-10,87.02999877929688,82.44999694824219,86.2699966430664,83.11000061035156,536212800.0,63.69087219238281
3806,2009-02-11,84.05000305175781,82.4000015258789,83.44999694824219,83.5999984741211,324442500.0,64.0664291381836
3807,2009-02-12,83.81999969482422,81.05000305175781,82.16999816894531,83.66000366210938,469302200.0,64.11237335205078
3808,2009-02-13,84.23999786376953,82.73999786376953,83.55000305175781,82.76000213623047,293998400.0,63.42268371582031
3809,2009-02-17,82.95999908447266,79.16999816894531,80.16000366210938,79.22000122070312,478910100.0,60.70980453491211
3810,2009-02-18,79.94000244140625,78.27999877929688,79.79000091552734,79.02999877929688,362964800.0,60.56420135498047
3811,2009-02-19,80.1500015258789,78.0199966430664,79.83999633789062,78.18000030517578,316867500.0,59.912803649902344
3812,2009-02-20,78.33999633789062,75.7699966430664,76.7300033569336,77.41999816894531,477176600.0,59.33037185668945
3813,2009-02-23,78.2699966430664,74.58999633789062,78.2699966430664,74.6500015258789,379641400.0,57.20762634277344
3814,2009-02-24,77.94999694824219,74.69999694824219,75.29000091552734,77.4800033569336,426260900.0,59.37635803222656
3815,2009-02-25,78.41999816894531,75.62999725341797,77.13999938964844,76.87000274658203,461985800.0,58.90890121459961
3816,2009-02-26,79.66999816894531,75.52999877929688,77.81999969482422,75.62000274658203,363353900.0,57.950950622558594
3817,2009-02-27,75.69000244140625,73.80999755859375,74.01000213623047,73.93000030517578,470510900.0,56.655826568603516
3818,2009-03-02,73.91999816894531,70.37000274658203,72.5199966430664,70.5999984741211,426452600.0,54.103912353515625
3819,2009-03-03,71.69999694824219,69.63999938964844,71.61000061035156,70.06999969482422,443761000.0,53.697750091552734
3820,2009-03-04,72.87000274658203,70.06999969482422,71.2300033569336,71.7300033569336,462753100.0,54.969886779785156
3821,2009-03-05,71.7300033569336,68.16999816894531,70.0999984741211,68.80000305175781,485549400.0,52.724483489990234
3822,2009-03-06,70.44999694824219,67.0999984741211,69.4000015258789,68.91999816894531,490470000.0,52.81645202636719
3823,2009-03-09,70.0,67.7300033569336,67.94999694824219,68.11000061035156,379905300.0,52.19570541381836
3824,2009-03-10,72.37000274658203,69.37000274658203,69.51000213623047,72.16999816894531,406227900.0,55.30707931518555
3825,2009-03-11,73.75,71.83000183105469,73.0,72.63999938964844,356648300.0,55.667232513427734
3826,2009-03-12,75.75,71.97000122070312,72.62000274658203,75.5,409702700.0,57.858985900878906
3827,2009-03-13,76.9800033569336,74.7300033569336,76.01000213623047,76.08999633789062,337474700.0,58.31113815307617
3828,2009-03-16,77.97000122070312,75.80999755859375,76.95999908447266,75.86000061035156,360644900.0,58.13488006591797
3829,2009-03-17,78.36000061035156,75.44999694824219,76.06999969482422,78.18000030517578,356814300.0,59.912803649902344
3830,2009-03-18,80.9000015258789,77.06999969482422,77.80999755859375,79.93000030517578,473273200.0,61.25392532348633
3831,2009-03-19,81.0,78.69000244140625,80.93000030517578,78.94000244140625,428520400.0,60.49521255493164
3832,2009-03-20,78.91000366210938,76.52999877929688,78.76000213623047,76.70999908447266,371078200.0,59.20705032348633
3833,2009-03-23,82.29000091552734,78.30999755859375,78.73999786376953,82.22000122070312,419933300.0,63.4598274230957
3834,2009-03-24,82.36000061035156,80.51000213623047,81.23999786376953,80.5999984741211,330271000.0,62.20947265625
3835,2009-03-25,82.69999694824219,79.05999755859375,81.2300033569336,81.44999694824219,441775100.0,62.86552429199219
3836,2009-03-26,83.30000305175781,81.31999969482422,82.25,83.11000061035156,422025200.0,64.14673614501953
3837,2009-03-27,82.52999877929688,81.30999755859375,82.05000305175781,81.61000061035156,322332300.0,62.98902893066406
3838,2009-03-30,79.87000274658203,77.95999908447266,79.80000305175781,78.79000091552734,324108500.0,60.812461853027344
3839,2009-03-31,81.08000183105469,79.05000305175781,79.55999755859375,79.5199966430664,364238300.0,61.37587356567383
3840,2009-04-01,81.41999816894531,78.33000183105469,78.52999877929688,81.05999755859375,377018300.0,62.56449890136719
3841,2009-04-02,84.61000061035156,81.12999725341797,83.08000183105469,83.43000030517578,476230700.0,64.39375305175781
3842,2009-04-03,84.27999877929688,82.66999816894531,83.48999786376953,84.26000213623047,284646300.0,65.03437805175781
3843,2009-04-06,84.27999877929688,82.29000091552734,83.33999633789062,83.5999984741211,264866600.0,64.52497863769531
3844,2009-04-07,82.6500015258789,81.51000213623047,82.25,81.6500015258789,258947800.0,63.0198860168457
3845,2009-04-08,82.94000244140625,81.54000091552734,82.05999755859375,82.52999877929688,230402800.0,63.69908905029297
3846,2009-04-09,85.81999969482422,84.33000183105469,84.66999816894531,85.80999755859375,269653500.0,66.2306900024414
3847,2009-04-13,86.54000091552734,84.58000183105469,84.91999816894531,85.83000183105469,224847500.0,66.24613952636719
3848,2009-04-14,85.76000213623047,84.08000183105469,85.02999877929688,84.3499984741211,276598800.0,65.10382843017578
3849,2009-04-15,85.41999816894531,83.61000061035156,83.83999633789062,85.25,250726100.0,65.79846954345703
3850,2009-04-16,87.1500015258789,84.7699966430664,85.93000030517578,86.5,335202900.0,66.76325225830078
3851,2009-04-17,87.6500015258789,86.13999938964844,86.83000183105469,87.08000183105469,262649000.0,67.21092224121094
3852,2009-04-20,87.05000305175781,83.33999633789062,85.54000091552734,83.43000030517578,293690100.0,64.39375305175781
3853,2009-04-21,85.12999725341797,82.75,82.81999969482422,85.05999755859375,114090900.0,65.65180206298828
3854,2009-04-22,86.33999633789062,84.06999969482422,84.29000091552734,84.54000091552734,340395200.0,65.25049591064453
3855,2009-04-23,85.41999816894531,83.62999725341797,84.70999908447266,85.37000274658203,324903700.0,65.89111328125
3856,2009-04-24,87.30999755859375,85.69000244140625,86.02999877929688,86.66000366210938,287703000.0,66.88676452636719
3857,2009-04-27,87.01000213623047,85.54000091552734,85.68000030517578,85.83999633789062,289581600.0,66.25383758544922
3858,2009-04-28,86.58999633789062,84.76000213623047,84.97000122070312,85.56999969482422,247926300.0,66.04547882080078
3859,2009-04-29,88.36000061035156,86.30000305175781,86.5199966430664,87.38999938964844,311505700.0,67.45016479492188
3860,2009-04-30,89.0199966430664,86.91999816894531,88.55000305175781,87.41999816894531,301419800.0,67.47335052490234
3861,2009-05-01,88.20999908447266,86.72000122070312,87.44000244140625,87.88999938964844,236110300.0,67.83612060546875
3862,2009-05-04,90.94000244140625,88.37999725341797,88.55000305175781,90.87999725341797,287120000.0,70.14386749267578
3863,2009-05-05,90.93000030517578,89.83999633789062,90.56999969482422,90.56999969482422,243036300.0,69.90459442138672
3864,2009-05-06,92.19999694824219,90.61000061035156,91.68000030517578,92.13999938964844,291941000.0,71.11634063720703
3865,2009-05-07,93.1500015258789,90.27999877929688,93.01000213623047,90.86000061035156,317728000.0,70.12842559814453
3866,2009-05-08,93.22000122070312,91.44000244140625,92.02999877929688,92.9800033569336,299081700.0,71.76471710205078
3867,2009-05-11,92.11000061035156,91.04000091552734,91.69999694824219,91.23999786376953,247923600.0,70.42172241210938
3868,2009-05-12,91.83000183105469,89.8499984741211,91.62999725341797,90.97000122070312,282431300.0,70.21333312988281
3869,2009-05-13,90.01000213623047,88.5,89.73999786376953,88.68000030517578,269619100.0,68.44583129882812
3870,2009-05-14,90.12000274658203,88.5,88.72000122070312,89.44000244140625,260098700.0,69.03246307373047
3871,2009-05-15,90.0,88.1500015258789,89.37000274658203,88.70999908447266,271502700.0,68.4690170288086
3872,2009-05-18,91.33999633789062,88.56999969482422,89.55000305175781,91.2300033569336,241447400.0,70.41400909423828
3873,2009-05-19,91.97000122070312,90.80999755859375,91.18000030517578,91.12000274658203,206102200.0,70.32909393310547
3874,2009-05-20,92.80000305175781,90.41000366210938,91.94999694824219,90.51000213623047,285722200.0,69.85831451416016
3875,2009-05-21,89.80000305175781,88.26000213623047,89.45999908447266,89.20999908447266,258988400.0,68.85489654541016
3876,2009-05-22,90.0,88.68000030517578,89.45999908447266,89.0199966430664,166811900.0,68.70825958251953
3877,2009-05-26,91.55999755859375,88.31999969482422,88.36000061035156,91.30000305175781,236318500.0,70.46806335449219
3878,2009-05-27,91.75,89.52999877929688,91.44000244140625,89.66999816894531,246015800.0,69.20996856689453
3879,2009-05-28,91.33999633789062,89.0999984741211,90.45999908447266,90.91999816894531,289095000.0,70.1747055053711
3880,2009-05-29,93.69999694824219,90.68000030517578,91.41999816894531,92.52999877929688,258641500.0,71.4173812866211
3881,2009-06-01,95.16999816894531,93.43000030517578,93.66999816894531,94.7699966430664,276246800.0,73.14629364013672
3882,2009-06-02,95.37000274658203,94.2300033569336,94.4000015258789,94.8499984741211,230874500.0,73.20801544189453
